muestra_id,acidez fija,acidez volatil,acido citrico,azucar residual,cloruros,dioxido de azufre libre,dioxido de azufre total,pH,sulfatos,calidad,SO2_l / SO2_tot,diox_simil_1,diox_simil_2
3154,9.2,0.27,0.34,10.5,0.043,49.0,228.0,3.04,0.41,6,0.2149122807017544,2.3025332472741946e-53,0.07419934176053282
3155,7.1,0.32,0.4,1.5,0.034,13.0,84.0,3.42,0.6,5,0.15476190476190477,5.846981031057106e-05,0.6433927065729562
3156,7.4,0.3,0.49,8.2,0.055,49.0,188.0,3.52,0.58,6,0.26063829787234044,1.690278252441856e-34,0.38251018447178037
3157,6.3,0.22,0.34,5.0,0.032,36.0,93.0,3.27,0.36,7,0.3870967741935484,2.111736422206623e-06,0.7616638213305269
3158,6.5,0.18,0.41,14.2,0.039,47.0,129.0,3.28,0.72,7,0.3643410852713178,2.784842452933014e-14,0.9977525293526299
3159,7.5,0.17,0.32,1.7,0.04,51.0,148.0,3.21,0.44,7,0.34459459459459457,8.403950222399538e-20,0.8860339595928756
3160,6.7,0.33,0.34,6.6,0.067,35.0,156.0,3.11,0.48,6,0.22435897435897437,2.083130990636858e-22,0.7985162187593771
3161,6.7,0.24,0.37,11.3,0.043,64.0,173.0,3.08,0.53,6,0.3699421965317919,1.6894154876826916e-28,0.5756531326166507
3162,6.5,0.34,0.46,1.0,0.023,6.0,80.0,3.15,0.54,6,0.075,0.00021887713784097935,0.5891938690486437
3163,6.6,0.22,0.35,1.4,0.05,23.0,83.0,3.17,0.48,7,0.27710843373493976,8.206491315725248e-05,0.6298648540434844
3164,7.5,0.19,0.4,7.1,0.056,50.0,110.0,3.06,0.52,6,0.45454545454545453,1.0578788696485318e-09,0.9380049995307295
3165,6.6,0.31,0.37,6.2,0.052,13.0,164.0,3.24,0.39,4,0.07926829268292683,3.517066722903549e-25,0.6969789984668727
3166,6.5,0.18,0.26,1.4,0.041,40.0,141.0,3.34,0.72,6,0.28368794326241137,1.168763767112266e-17,0.9453027806520595
3167,7.4,0.7,0.0,1.9,0.076,11.0,34.0,3.51,0.56,5,0.3235294117647059,0.8632939774163194,0.12051271656014938
3168,9.9,0.59,0.07,3.4,0.102,32.0,71.0,3.31,0.71,5,0.4507042253521127,0.0030034309313291996,0.46942346850496713
3169,8.1,0.33,0.44,1.5,0.042,6.0,12.0,3.35,0.61,5,0.5,0.5091564206075492,0.03881300143312163
3170,8.4,0.58,0.27,12.15,0.033,37.0,116.0,2.99,0.39,6,0.31896551724137934,4.784760746553178e-11,0.9753099120283326
3171,6.2,0.235,0.34,1.9,0.036,4.0,117.0,3.4,0.44,5,0.03418803418803419,2.796688455926927e-11,0.9799536542670847
3172,6.2,0.26,0.37,7.1,0.047,54.0,201.0,3.19,0.48,6,0.26865671641791045,3.580146494267396e-40,0.2450605392455259
3173,6.6,0.26,0.27,11.8,0.048,28.0,112.0,2.87,0.49,6,0.25,3.86070932651607e-10,0.9521811296985049
3174,9.2,0.25,0.34,1.2,0.026,31.0,93.0,2.93,0.37,7,0.3333333333333333,2.111736422206623e-06,0.7616638213305269
3175,5.6,0.615,0.0,1.6,0.089,16.0,59.0,3.58,0.52,5,0.2711864406779661,0.046328405328162174,0.3255464903617943
3176,7.8,0.41,0.68,1.7,0.467,18.0,69.0,3.08,1.31,5,0.2608695652173913,0.005031686815973131,0.44385826077685925
3177,8.8,0.34,0.33,9.7,0.036,46.0,172.0,3.08,0.4,5,0.26744186046511625,4.044599780491334e-28,0.5891938690486437
3178,6.7,0.75,0.01,2.4,0.078,17.0,32.0,3.55,0.61,6,0.53125,0.9277434863285529,0.10981040403263917
3179,6.9,0.26,0.29,4.2,0.043,33.0,114.0,3.16,0.31,6,0.2894736842105263,1.3755462568592508e-10,0.9646402934831231
3180,7.9,0.42,0.49,8.2,0.056,32.0,164.0,3.29,0.6,7,0.1951219512195122,3.517066722903549e-25,0.6969789984668727
3181,7.8,0.61,0.29,1.6,0.114,9.0,29.0,3.26,1.56,5,0.3103448275862069,0.9880717128619305,0.09515482282280588
3182,5.8,0.32,0.31,2.7,0.049,25.0,153.0,3.44,0.73,7,0.16339869281045752,2.0673900221784125e-21,0.8333929661285026
3183,6.8,0.32,0.23,3.3,0.026,31.0,99.0,3.1,0.4,6,0.31313131313131315,1.7613765798223122e-07,0.8333929661285026
3184,7.0,0.23,0.26,7.2,0.041,21.0,90.0,3.22,0.55,6,0.23333333333333334,6.743037951139162e-06,0.7232502423798424
3185,6.5,0.17,0.31,1.5,0.041,34.0,121.0,3.06,0.46,6,0.2809917355371901,3.0741274839199463e-12,0.9937694906233947
3186,7.1,0.34,0.32,2.0,0.051,29.0,130.0,3.3,0.5,6,0.2230769230769231,1.505599717049095e-14,0.9960079893439915
3187,8.8,0.41,0.64,2.2,0.093,9.0,42.0,3.54,0.66,5,0.21428571428571427,0.5091564206075492,0.17135805889335737
3188,12.0,0.28,0.49,1.9,0.074,10.0,21.0,2.98,0.66,7,0.47619047619047616,0.8976275964304349,0.06352955806803286
3189,7.7,0.34,0.27,8.8,0.063,39.0,184.0,3.09,0.63,6,0.21195652173913043,7.677608218738721e-33,0.43127902868897855
3190,10.4,0.52,0.45,2.0,0.08,6.0,13.0,3.22,0.76,6,0.46153846153846156,0.5554370486980182,0.04107933836763487
3191,10.6,0.44,0.68,4.1,0.114,6.0,24.0,3.06,0.66,6,0.25,0.9733612415243368,0.07419934176053282
3192,7.5,0.17,0.71,11.8,0.038,52.0,148.0,3.03,0.46,5,0.35135135135135137,8.403950222399538e-20,0.8860339595928756
3193,9.1,0.22,0.24,2.1,0.078,1.0,28.0,3.41,0.87,6,0.03571428571428571,0.997004495503373,0.09062728067998384
3194,6.0,0.495,0.27,5.0,0.157,17.0,129.0,3.03,0.36,5,0.13178294573643412,2.784842452933014e-14,0.9977525293526299
3195,7.9,0.19,0.42,1.6,0.057,18.0,30.0,3.29,0.69,6,0.6,0.9733612415243368,0.09985860935030318
3196,6.2,0.25,0.21,15.55,0.039,28.0,159.0,3.48,0.64,6,0.1761006289308176,1.988652231859961e-23,0.7616638213305269
3197,8.2,0.35,0.4,6.3,0.039,35.0,162.0,3.15,0.34,7,0.21604938271604937,1.7986605191577125e-24,0.7232502423798424
3198,7.3,0.36,0.54,13.3,0.054,63.0,193.0,3.06,0.49,4,0.32642487046632124,1.2524020505756419e-36,0.3255464903617943
3199,8.9,0.27,0.34,10.7,0.029,19.5,166.0,3.13,0.48,5,0.11746987951807229,6.71411762552558e-26,0.6703200460356393
3200,8.5,0.24,0.47,15.2,0.057,40.0,234.0,3.02,0.66,5,0.17094017094017094,1.4884945017782377e-56,0.05414985409492427
3201,7.4,0.49,0.19,3.0,0.077,16.0,37.0,3.37,0.51,5,0.43243243243243246,0.7408182206817179,0.13803472431586922
3202,6.8,0.18,0.35,5.4,0.054,53.0,143.0,3.1,0.54,7,0.3706293706293706,2.9403589739877336e-18,0.9302982921639203
3203,6.2,0.28,0.27,10.3,0.03,26.0,108.0,3.2,0.36,6,0.24074074074074073,2.8299692247416165e-09,0.922193691444608
3204,7.1,0.27,0.27,10.4,0.041,26.0,114.0,3.04,0.52,7,0.22807017543859648,1.3755462568592508e-10,0.9646402934831231
3205,8.6,0.83,0.0,2.8,0.095,17.0,43.0,3.33,0.6,6,0.3953488372093023,0.4639400210916467,0.1786637020001245
3206,7.1,0.2,0.37,1.5,0.049,28.0,129.0,3.15,0.52,5,0.21705426356589147,2.784842452933014e-14,0.9977525293526299
3207,6.1,0.55,0.15,9.8,0.031,19.0,125.0,3.36,0.47,6,0.152,3.069780955097918e-13,0.999750031247396
3208,8.1,0.545,0.18,1.9,0.08,13.0,35.0,3.3,0.59,6,0.37142857142857144,0.8253068684916823,0.12615423920258956
3209,12.2,0.34,0.5,2.4,0.066,10.0,21.0,3.12,1.18,6,0.47619047619047616,0.8976275964304349,0.06352955806803286
3210,6.3,0.28,0.24,8.45,0.031,32.0,172.0,3.39,0.57,7,0.18604651162790697,4.044599780491334e-28,0.5891938690486437
3211,7.8,0.21,0.49,1.2,0.036,20.0,99.0,3.05,0.28,7,0.20202020202020202,1.7613765798223122e-07,0.8333929661285026
3212,7.0,0.22,0.26,9.2,0.027,37.0,122.0,3.06,0.34,8,0.30327868852459017,1.7437206169109494e-12,0.9960079893439915
3213,6.6,0.38,0.18,1.2,0.042,20.0,84.0,3.22,0.45,4,0.23809523809523808,5.846981031057106e-05,0.6433927065729562
3214,7.2,0.24,0.3,1.2,0.037,11.0,95.0,2.96,0.36,6,0.11578947368421053,9.450764625260006e-07,0.7864312286813591
3215,6.6,0.28,0.23,10.4,0.049,45.0,190.0,3.12,0.51,5,0.23684210526315788,2.4193000306379824e-35,0.3591554413294046
3216,7.5,0.29,0.31,8.95,0.055,20.0,151.0,3.08,0.54,5,0.13245033112582782,9.26539926652296e-21,0.8553453273074225
3217,6.4,0.31,0.5,5.8,0.038,42.0,111.0,3.18,0.53,7,0.3783783783783784,6.409946534463482e-10,0.9453027806520595
3218,7.1,0.3,0.36,6.8,0.055,44.5,234.0,3.49,0.64,6,0.19017094017094016,1.4884945017782377e-56,0.05414985409492427
3219,10.4,0.33,0.63,2.8,0.084,5.0,22.0,3.26,0.74,7,0.22727272727272727,0.9277434863285529,0.06693722761675015
3220,13.8,0.49,0.67,3.0,0.093,6.0,15.0,3.02,0.93,6,0.4,0.6492093766851474,0.045947768270989044
3221,6.0,0.3,0.44,1.5,0.046,15.0,182.0,3.5,0.52,5,0.08241758241758242,4.991432665194627e-32,0.4565760496233147
3222,6.4,0.13,0.47,1.6,0.092,40.0,158.0,3.21,0.36,6,0.25316455696202533,4.377409621689854e-23,0.7741419687922484
3223,6.2,0.33,0.29,1.3,0.042,26.0,138.0,3.77,0.64,5,0.18840579710144928,8.854683967714215e-17,0.9646402934831231
3224,6.0,0.19,0.71,1.5,0.152,9.0,55.0,3.12,0.46,6,0.16363636363636364,0.09517861450234763,0.2835831218565951
3225,7.4,0.35,0.33,2.4,0.068,9.0,26.0,3.36,0.6,6,0.34615384615384615,0.997004495503373,0.0820849986238988
3226,6.9,0.54,0.26,12.7,0.049,59.0,195.0,3.26,0.54,6,0.30256410256410254,1.6881756364316596e-37,0.3041452182568097
3227,8.9,0.35,0.4,3.6,0.11,12.0,24.0,3.23,0.7,7,0.5,0.9733612415243368,0.07419934176053282
3228,6.3,0.19,0.28,1.8,0.022,28.0,158.0,3.2,0.64,6,0.17721518987341772,4.377409621689854e-23,0.7741419687922484
3229,7.3,0.25,0.27,3.8,0.047,16.0,79.0,3.07,0.46,6,0.20253164556962025,0.0002999184360822198,0.5756531326166507
3230,9.0,0.2,0.33,3.5,0.049,10.0,40.0,3.14,0.36,6,0.25,0.6022997704830654,0.15739448212473714
3231,9.9,0.32,0.56,2.0,0.073,3.0,8.0,3.15,0.73,6,0.375,0.3385782657208353,0.03077661902029056
3232,6.3,0.25,0.53,1.8,0.021,41.0,101.0,3.19,0.31,6,0.40594059405940597,7.335171144838272e-08,0.8553453273074225
3233,7.2,0.17,0.41,1.6,0.052,24.0,126.0,3.19,0.49,5,0.19047619047619047,1.6999625287756906e-13,1.0
3234,6.6,0.24,0.27,15.8,0.035,46.0,188.0,3.24,0.51,5,0.24468085106382978,1.690278252441856e-34,0.38251018447178037
3235,8.5,0.655,0.49,6.1,0.122,34.0,151.0,3.31,1.14,5,0.2251655629139073,9.26539926652296e-21,0.8553453273074225
3236,6.7,0.16,0.32,12.5,0.035,18.0,156.0,2.88,0.36,6,0.11538461538461539,2.083130990636858e-22,0.7985162187593771
3237,6.7,0.51,0.24,2.1,0.043,14.0,155.0,3.22,0.6,6,0.09032258064516129,4.503577342094862e-22,0.8103816252373415
3238,6.5,0.2,0.33,1.5,0.039,36.0,110.0,3.22,0.65,6,0.32727272727272727,1.0578788696485318e-09,0.9380049995307295
3239,7.4,0.41,0.66,10.8,0.051,77.0,194.0,3.05,0.46,5,0.39690721649484534,4.611939298975168e-37,0.3147426368427819
3240,8.7,0.24,0.35,0.6,0.042,11.0,71.0,3.08,0.38,5,0.15492957746478872,0.0030034309313291996,0.46942346850496713
3241,6.3,0.27,0.38,0.9,0.051,7.0,140.0,3.45,0.5,7,0.05,2.3093049247977918e-17,0.9521811296985049
3242,7.0,0.42,0.35,1.6,0.088,16.0,39.0,3.34,0.55,5,0.41025641025641024,0.6492093766851474,0.15073227938036599
3243,7.1,0.18,0.39,15.25,0.047,45.0,158.0,3.34,0.77,6,0.2848101265822785,4.377409621689854e-23,0.7741419687922484
3244,6.6,0.35,0.34,4.9,0.032,9.0,125.0,3.32,0.81,5,0.072,3.069780955097918e-13,0.999750031247396
3245,6.6,0.26,0.36,1.2,0.035,43.0,126.0,3.01,0.63,6,0.3412698412698413,1.6999625287756906e-13,1.0
3246,10.8,0.45,0.33,2.5,0.099,20.0,38.0,3.24,0.71,5,0.5263157894736842,0.6955864334990951,0.14427991674278817
3247,10.0,0.73,0.43,2.3,0.059,15.0,31.0,3.15,0.57,5,0.4838709677419355,0.9531337870775047,0.10474253370494471
3248,6.4,0.12,0.3,1.1,0.031,37.0,94.0,3.01,0.56,6,0.39361702127659576,1.4169555030100371e-06,0.7741419687922484
3249,12.9,0.35,0.49,5.8,0.066,5.0,35.0,3.2,0.66,7,0.14285714285714285,0.8253068684916823,0.12615423920258956
3250,7.3,0.25,0.36,2.1,0.034,30.0,177.0,3.25,0.4,8,0.1694915254237288,4.843089239878731e-30,0.5219152816293969
3251,7.1,0.16,0.25,1.3,0.034,28.0,123.0,3.27,0.55,6,0.22764227642276422,9.83164444845892e-13,0.9977525293526299
3252,6.2,0.34,0.28,7.5,0.034,40.0,197.0,3.14,0.6,5,0.20304568527918782,2.221613055855667e-38,0.2835831218565951
3253,8.8,0.55,0.04,2.2,0.119,14.0,56.0,3.21,0.6,6,0.25,0.08021858963571736,0.29375770032353277
3254,8.3,0.14,0.26,1.5,0.049,56.0,189.0,3.21,0.62,6,0.2962962962962963,6.413968914756689e-35,0.37074158331572676
3255,8.2,0.38,0.32,2.5,0.08,24.0,71.0,3.27,0.85,6,0.3380281690140845,0.0030034309313291996,0.46942346850496713
3256,6.3,0.28,0.3,3.1,0.039,24.0,115.0,3.05,0.43,5,0.20869565217391303,8.137117671797838e-11,0.9702029524890169
3257,9.3,0.39,0.4,2.6,0.073,10.0,26.0,3.34,0.75,6,0.38461538461538464,0.997004495503373,0.0820849986238988
3258,8.5,0.19,0.48,1.1,0.026,23.0,58.0,2.9,0.5,6,0.39655172413793105,0.05596661089964698,0.3147426368427819
3259,6.9,0.36,0.34,4.2,0.018,57.0,119.0,3.28,0.36,9,0.4789915966386555,9.384140804010432e-12,0.9878247258083831
3260,6.5,0.29,0.52,7.9,0.049,35.0,192.0,3.16,0.51,6,0.18229166666666666,3.380634276928092e-36,0.336552878364737
3261,7.2,0.585,0.2,10.4,0.086,17.0,94.0,3.13,0.4,5,0.18085106382978725,1.4169555030100371e-06,0.7741419687922484
3262,7.1,0.55,0.13,1.7,0.073,21.0,165.0,2.97,0.58,6,0.12727272727272726,1.541301708810367e-25,0.6836904652289411
3263,7.0,0.44,0.24,12.1,0.056,68.0,210.0,3.05,0.5,5,0.3238095238095238,2.3320415641888565e-44,0.17135805889335737
3264,6.4,0.24,0.26,8.2,0.054,47.0,182.0,3.12,0.5,5,0.25824175824175827,4.991432665194627e-32,0.4565760496233147
3265,7.1,0.39,0.39,11.1,0.034,25.0,204.0,3.05,0.52,6,0.12254901960784313,1.5204233453478976e-41,0.21849328438476312
3266,7.1,0.25,0.28,1.6,0.052,46.0,169.0,3.05,0.41,5,0.27218934911242604,5.353751396749578e-27,0.6298648540434844
3267,8.9,0.28,0.45,1.7,0.067,7.0,12.0,3.25,0.55,7,0.5833333333333334,0.5091564206075492,0.03881300143312163
3268,6.9,0.4,0.37,8.9,0.053,36.0,148.0,3.16,0.5,5,0.24324324324324326,8.403950222399538e-20,0.8860339595928756
3269,5.6,0.31,0.37,1.4,0.074,12.0,96.0,3.32,0.58,5,0.125,6.265733440181832e-07,0.7985162187593771
3270,6.5,0.38,0.53,1.4,0.142,5.0,69.0,3.14,0.52,4,0.07246376811594203,0.005031686815973131,0.44385826077685925
3271,6.4,0.4,0.25,4.2,0.032,15.0,91.0,3.26,0.52,6,0.16483516483516483,4.6066944370861444e-06,0.7362025458114003
3272,7.2,0.27,0.74,12.5,0.037,47.0,156.0,3.04,0.44,5,0.30128205128205127,2.083130990636858e-22,0.7985162187593771
3273,5.6,0.35,0.4,6.3,0.022,23.0,174.0,3.54,0.5,7,0.13218390804597702,7.014417661831649e-29,0.5621424451968224
3274,7.7,0.16,0.36,5.9,0.054,25.0,148.0,3.25,0.54,6,0.16891891891891891,8.403950222399538e-20,0.8860339595928756
3275,6.6,0.56,0.22,8.9,0.034,27.0,133.0,3.2,0.51,5,0.20300751879699247,2.2950999526353423e-15,0.9878247258083831
3276,8.8,0.61,0.19,4.0,0.094,30.0,69.0,3.22,0.5,6,0.43478260869565216,0.005031686815973131,0.44385826077685925
3277,7.2,0.695,0.13,2.0,0.076,12.0,20.0,3.29,0.54,5,0.6,0.8632939774163194,0.060265227497298776
3278,9.4,0.23,0.56,16.45,0.063,52.5,282.0,3.1,0.51,5,0.18617021276595744,1.9054780166821683e-85,0.002279042227340873
3279,7.3,0.22,0.31,2.3,0.018,45.0,80.0,3.06,0.34,7,0.5625,0.00021887713784097935,0.5891938690486437
3280,8.8,0.31,0.4,2.8,0.109,7.0,16.0,3.31,0.79,7,0.4375,0.6955864334990951,0.048557821270009974
3281,10.2,0.44,0.88,6.2,0.049,20.0,124.0,2.99,0.51,4,0.16129032258064516,5.51022914228981e-13,0.999000499833375
3282,6.6,0.13,0.3,4.9,0.058,47.0,131.0,3.51,0.45,6,0.35877862595419846,8.091194688671889e-15,0.9937694906233947
3283,8.7,0.33,0.38,3.3,0.063,10.0,19.0,3.3,0.73,7,0.5263157894736842,0.8253068684916823,0.05714005040775944
3284,6.1,0.21,0.38,1.5,0.039,37.0,122.0,3.2,0.43,6,0.30327868852459017,1.7437206169109494e-12,0.9960079893439915
3285,7.3,0.34,0.3,1.3,0.057,25.0,173.0,3.26,0.51,6,0.14450867052023122,1.6894154876826916e-28,0.5756531326166507
3286,9.1,0.25,0.34,2.0,0.071,45.0,67.0,3.44,0.86,7,0.6716417910447762,0.00822974704902003,0.41884682445147203
3287,7.2,0.34,0.44,4.2,0.047,51.0,144.0,3.01,0.76,6,0.3541666666666667,1.4615999237207966e-18,0.922193691444608
3288,7.6,0.32,0.34,18.35,0.054,44.0,197.0,3.22,0.55,5,0.2233502538071066,2.221613055855667e-38,0.2835831218565951
3289,6.5,0.3,0.39,7.8,0.038,61.0,219.0,3.19,0.5,5,0.2785388127853881,9.34339388019493e-49,0.11506593121362504
3290,5.6,0.19,0.26,1.4,0.03,12.0,76.0,3.25,0.37,7,0.15789473684210525,0.0007443494072305689,0.5352614285189903
3291,10.2,0.67,0.39,1.9,0.054,6.0,17.0,3.17,0.47,5,0.35294117647058826,0.7408182206817179,0.05129048610743099
3292,5.6,0.13,0.27,4.8,0.028,22.0,104.0,3.34,0.45,6,0.21153846153846154,1.8845343174858356e-08,0.8860339595928756
3293,5.6,0.25,0.19,2.4,0.049,42.0,166.0,3.25,0.43,6,0.25301204819277107,6.71411762552558e-26,0.6703200460356393
3294,7.0,0.69,0.07,2.5,0.091,15.0,21.0,3.38,0.6,6,0.7142857142857143,0.8976275964304349,0.06352955806803286
3295,6.1,0.28,0.3,7.75,0.031,33.0,139.0,3.22,0.46,6,0.23741007194244604,4.535551023872451e-17,0.9586300930895252
3296,5.9,0.22,0.45,22.6,0.12,55.0,122.0,3.1,0.35,5,0.45081967213114754,1.7437206169109494e-12,0.9960079893439915
3297,7.3,0.45,0.36,5.9,0.074,12.0,87.0,3.33,0.83,5,0.13793103448275862,2.0399503411171922e-05,0.6836904652289411
3298,5.4,0.185,0.19,7.1,0.048,36.0,110.0,3.26,0.41,6,0.32727272727272727,1.0578788696485318e-09,0.9380049995307295
3299,5.2,0.44,0.04,1.4,0.036,43.0,119.0,3.36,0.33,8,0.36134453781512604,9.384140804010432e-12,0.9878247258083831
3300,6.7,0.13,0.45,4.2,0.043,52.0,131.0,3.06,0.54,6,0.3969465648854962,8.091194688671889e-15,0.9937694906233947
3301,5.8,0.28,0.34,2.2,0.037,24.0,125.0,3.36,0.33,8,0.192,3.069780955097918e-13,0.999750031247396
3302,6.0,0.41,0.05,1.5,0.063,17.0,120.0,3.21,0.56,6,0.14166666666666666,5.387174930744011e-12,0.9910403787728836
3303,11.1,0.31,0.49,2.7,0.094,16.0,47.0,3.12,1.02,7,0.3404255319148936,0.30119421191220214,0.21008354374916954
3304,6.8,0.21,0.27,2.1,0.03,26.0,139.0,3.16,0.61,7,0.18705035971223022,4.535551023872451e-17,0.9586300930895252
3305,7.8,0.32,0.44,2.7,0.104,8.0,17.0,3.33,0.78,7,0.47058823529411764,0.7408182206817179,0.05129048610743099
3306,10.4,0.28,0.54,2.7,0.105,5.0,19.0,3.25,0.63,5,0.2631578947368421,0.8253068684916823,0.05714005040775944
3307,10.3,0.32,0.45,6.4,0.073,5.0,13.0,3.23,0.82,8,0.38461538461538464,0.5554370486980182,0.04107933836763487
3308,7.1,0.715,0.0,2.35,0.071,21.0,47.0,3.29,0.45,5,0.44680851063829785,0.30119421191220214,0.21008354374916954
3309,4.9,0.335,0.14,1.3,0.036,69.0,168.0,3.47,0.46,5,0.4107142857142857,1.251336797465485e-26,0.6433927065729562
3310,7.6,0.22,0.34,9.7,0.035,26.0,143.0,3.08,0.49,6,0.18181818181818182,2.9403589739877336e-18,0.9302982921639203
3311,7.1,0.66,0.0,3.9,0.086,17.0,45.0,3.46,0.54,5,0.37777777777777777,0.3783256296880768,0.19393155334169038
3312,7.3,0.735,0.0,2.2,0.08,18.0,28.0,3.41,0.6,5,0.6428571428571429,0.997004495503373,0.09062728067998384
3313,7.1,0.12,0.32,9.6,0.054,64.0,162.0,3.4,0.41,5,0.3950617283950617,1.7986605191577125e-24,0.7232502423798424
3314,8.2,0.29,0.49,1.0,0.044,29.0,118.0,3.24,0.36,4,0.2457627118644068,1.6248833408110006e-11,0.9841273200552851
3315,5.9,0.65,0.23,5.0,0.035,20.0,128.0,3.46,0.48,6,0.15625,5.120188741348687e-14,0.999000499833375
3316,7.1,0.27,0.31,18.2,0.046,55.0,252.0,3.07,0.56,5,0.21825396825396826,1.1003366050738079e-66,0.01889231600814957
3317,6.6,0.25,0.29,1.1,0.068,39.0,124.0,3.34,0.58,7,0.31451612903225806,5.51022914228981e-13,0.999000499833375
3318,6.3,0.41,0.16,0.9,0.032,25.0,98.0,3.16,0.42,5,0.25510204081632654,2.7049830631279825e-07,0.8220122346781865
3319,6.3,0.34,0.31,6.0,0.02,18.0,68.0,3.22,0.29,7,0.2647058823529412,0.006454356176091937,0.43127902868897855
3320,6.8,0.31,0.32,7.6,0.052,35.0,143.0,3.14,0.38,5,0.24475524475524477,2.9403589739877336e-18,0.9302982921639203
3321,6.7,0.48,0.49,2.9,0.03,28.0,122.0,3.13,0.4,6,0.22950819672131148,1.7437206169109494e-12,0.9960079893439915
3322,5.9,0.37,0.32,1.6,0.029,41.0,102.0,3.41,0.55,7,0.4019607843137255,4.691164021834418e-08,0.865887748059205
3323,6.4,0.21,0.34,16.05,0.04,56.0,142.0,3.11,0.38,5,0.39436619718309857,5.879852484306267e-18,0.9380049995307295
3324,6.2,0.31,0.23,3.3,0.052,34.0,113.0,3.16,0.48,5,0.3008849557522124,2.3113942871074907e-10,0.9586300930895252
3325,7.2,0.695,0.13,2.0,0.076,12.0,20.0,3.29,0.54,5,0.6,0.8632939774163194,0.060265227497298776
3326,10.9,0.53,0.49,4.6,0.118,10.0,17.0,3.07,0.56,6,0.5882352941176471,0.7408182206817179,0.05129048610743099
3327,6.7,0.23,0.42,11.2,0.047,52.0,171.0,3.54,0.74,5,0.30409356725146197,9.625180216909195e-28,0.6027516647500953
3328,6.3,0.23,0.21,5.1,0.035,29.0,142.0,3.36,0.33,7,0.20422535211267606,5.879852484306267e-18,0.9380049995307295
3329,7.3,0.26,0.49,5.0,0.028,32.0,107.0,3.24,0.54,6,0.29906542056074764,4.587181746647525e-09,0.91370273103288
3330,7.9,0.41,0.37,4.5,0.03,40.0,114.0,3.17,0.54,7,0.3508771929824561,1.3755462568592508e-10,0.9646402934831231
3331,6.4,0.15,0.44,1.2,0.043,67.0,150.0,3.14,0.73,7,0.44666666666666666,1.943910877113129e-20,0.865887748059205
3332,6.1,0.59,0.01,2.1,0.056,5.0,13.0,3.52,0.56,5,0.38461538461538464,0.5554370486980182,0.04107933836763487
3333,6.8,0.21,0.36,18.1,0.046,32.0,133.0,3.27,0.48,5,0.24060150375939848,2.2950999526353423e-15,0.9878247258083831
3334,7.2,0.32,0.3,8.25,0.02,14.0,104.0,2.99,0.44,6,0.1346153846153846,1.8845343174858356e-08,0.8860339595928756
3335,5.8,0.15,0.32,1.2,0.037,14.0,119.0,3.19,0.5,6,0.11764705882352941,9.384140804010432e-12,0.9878247258083831
3336,10.0,0.49,0.2,11.0,0.071,13.0,50.0,3.16,0.69,6,0.26,0.2045383071530228,0.23598194054475852
3337,6.4,0.22,0.38,9.1,0.044,35.0,127.0,2.97,0.3,7,0.2755905511811024,9.357622968840175e-14,0.999750031247396
3338,6.6,0.24,0.22,12.3,0.051,35.0,146.0,3.1,0.67,5,0.23972602739726026,3.54705175499289e-19,0.9048374180359595
3339,7.6,0.43,0.29,2.1,0.075,19.0,66.0,3.4,0.64,5,0.2878787878787879,0.01043071979881779,0.4065696597405991
3340,6.6,0.23,0.18,8.5,0.044,59.0,188.0,3.16,0.49,5,0.31382978723404253,1.690278252441856e-34,0.38251018447178037
3341,7.2,0.27,0.42,1.6,0.05,35.0,135.0,2.94,0.46,6,0.25925925925925924,6.355759997078935e-16,0.9799536542670847
3342,6.6,0.42,0.13,12.8,0.044,26.0,158.0,3.24,0.47,5,0.16455696202531644,4.377409621689854e-23,0.7741419687922484
3343,6.4,0.28,0.19,5.4,0.042,67.0,181.0,3.31,0.35,6,0.3701657458563536,1.2612936275556696e-31,0.46942346850496713
3344,6.4,0.31,0.4,6.2,0.04,46.0,169.0,3.15,0.46,6,0.27218934911242604,5.353751396749578e-27,0.6298648540434844
3345,7.3,0.4,0.26,5.45,0.016,26.0,90.0,2.84,0.54,7,0.28888888888888886,6.743037951139162e-06,0.7232502423798424
3346,6.8,0.23,0.39,16.1,0.053,71.0,194.0,3.18,0.64,6,0.36597938144329895,4.611939298975168e-37,0.3147426368427819
3347,5.4,0.45,0.27,6.4,0.033,20.0,102.0,3.22,0.27,8,0.19607843137254902,4.691164021834418e-08,0.865887748059205
3348,6.4,0.29,0.57,1.0,0.06,15.0,120.0,3.06,0.41,5,0.125,5.387174930744011e-12,0.9910403787728836
3349,7.9,0.18,0.49,5.2,0.051,36.0,157.0,3.18,0.48,6,0.22929936305732485,9.577888291887943e-23,0.7864312286813591
3350,6.1,0.2,0.25,1.2,0.038,34.0,128.0,3.24,0.44,5,0.265625,5.120188741348687e-14,0.999000499833375
3351,8.2,0.78,0.0,2.2,0.089,13.0,26.0,3.37,0.46,4,0.5,0.997004495503373,0.0820849986238988
3352,7.6,0.19,0.41,1.1,0.04,38.0,143.0,2.92,0.42,5,0.26573426573426573,2.9403589739877336e-18,0.9302982921639203
3353,7.6,0.23,0.29,8.6,0.053,65.0,146.0,3.11,0.32,6,0.4452054794520548,3.54705175499289e-19,0.9048374180359595
3354,7.0,0.36,0.35,2.5,0.048,67.0,161.0,3.05,0.56,6,0.4161490683229814,4.031111852619467e-24,0.7362025458114003
